Time,Rented Bike Count
2018-11-16 15:00:00,0.45009077061127684
2018-06-29 09:00:00,0.7602498967285088
2018-11-15 19:00:00,1.1526011912668073
2018-02-02 23:00:00,-0.8169092595776156
2018-07-18 22:00:00,1.9776244667386442
2018-06-30 00:00:00,0.8843135471754016
2018-11-03 01:00:00,-1.092950881821952
2018-05-02 05:00:00,-0.9750904138974039
2018-06-02 22:00:00,1.9605657148021964
2018-01-20 22:00:00,-0.733166295525963
2018-05-13 21:00:00,1.3433490538289048
2018-01-24 19:00:00,-0.7657330037682724
2018-10-29 02:00:00,-0.8076044857940987
2018-09-05 07:00:00,1.2130822208596674
2018-01-31 01:00:00,-0.9440745012856807
2018-05-08 21:00:00,1.2534029072549076
2018-05-16 13:00:00,-0.858780741603442
2018-03-11 07:00:00,-0.9084062017821991
2018-02-11 16:00:00,-0.8215616464693741
2018-10-22 20:00:00,1.3774665577018004
2018-06-13 00:00:00,0.8827627515448154
2018-05-20 00:00:00,0.4361336099360014
2018-02-03 14:00:00,-0.7889949382270648
2018-04-24 14:00:00,0.36789860219021037
2018-09-08 03:00:00,-0.3113498840065276
2018-11-28 10:00:00,-0.18883702919022097
2018-10-29 01:00:00,-0.587391506250864
2018-02-11 11:00:00,-0.8525775590810973
2018-08-24 15:00:00,-0.46487865143455737
2018-11-09 13:00:00,-1.092950881821952
2018-02-07 18:00:00,-0.3981944393193525
2017-12-04 01:00:00,-0.8045028945329263
2018-05-16 11:00:00,-0.7161075435895152
2018-08-21 21:00:00,2.0970357302937783
2018-05-03 16:00:00,0.3198239376420394
2018-02-19 14:00:00,-0.5145041116133146
2018-06-29 08:00:00,2.05206265700678
2018-09-11 13:00:00,0.616025903083996
2018-04-18 16:00:00,0.9944200369470189
2018-06-25 23:00:00,1.1355424393303595
2018-05-14 00:00:00,-0.1919386204513933
2018-06-24 07:00:00,-0.5207072941356591
2018-10-17 11:00:00,0.39736371917134744
2018-01-16 22:00:00,-0.5951454844037948
2018-03-22 06:00:00,-0.7641822081376862
2018-10-20 10:00:00,0.45319236187244916
2018-01-20 03:00:00,-0.9099569974127852
2018-08-15 10:00:00,-0.2446656718913227
2018-05-13 02:00:00,-0.7998505076411678
2018-11-13 20:00:00,0.7804102399261289
2018-11-28 09:00:00,0.1445840313858034
2018-08-10 07:00:00,0.49971623079003397
2018-03-01 23:00:00,-0.7982997120105817
2017-12-12 22:00:00,-0.6959472003918952
2017-12-02 07:00:00,-0.8665347197563728
2018-06-18 13:00:00,0.3616954196678657
2018-06-05 02:00:00,-0.3981944393193525
2017-12-25 06:00:00,-1.0014539396173687
2018-09-12 10:00:00,0.33843348520907335
2018-07-01 07:00:00,-1.0541809910572981
2017-12-08 00:00:00,-0.7316154998953769
2018-04-01 18:00:00,0.9168802554177109
2018-04-18 02:00:00,-0.6897440178695505
2018-11-13 11:00:00,0.13062687071052795
2018-07-11 21:00:00,1.909389458992853
2018-07-22 18:00:00,0.7866134224484735
2018-10-21 03:00:00,-0.5625787761614854
2018-06-01 11:00:00,0.5136733914653094
2018-04-06 00:00:00,-1.0061063265091272
2018-06-26 20:00:00,-0.7843425513353063
2018-06-01 03:00:00,-0.5253596810274176
2018-01-03 13:00:00,-0.6602789008884135
2018-04-07 05:00:00,-1.004555530878541
2018-10-18 15:00:00,0.772656261773198
2018-08-13 07:00:00,0.5586464647523081
2018-04-16 01:00:00,-0.7424710693094799
2018-01-18 01:00:00,-0.7982997120105817
2018-06-04 21:00:00,2.5932903320813496
2018-03-28 08:00:00,1.0052756063611221
2018-01-21 18:00:00,-0.635466170799035
2018-07-10 04:00:00,-0.8866950629539928
2018-05-27 05:00:00,-0.8231124420999603
2017-12-26 20:00:00,-0.7021503829142398
2017-12-23 19:00:00,-0.6897440178695505
2018-04-18 00:00:00,-0.29429113207007984
2018-07-12 01:00:00,0.12752527944935563
2018-10-16 08:00:00,2.216446993848913
2017-12-02 02:00:00,-0.6866424266083783
2018-05-16 01:00:00,-0.3144514752676999
2018-04-30 17:00:00,1.5527064639580364
2018-05-21 00:00:00,-0.0601209918515697
2018-03-30 02:00:00,-0.6881932222389644
2018-06-27 17:00:00,2.1869818768677756
2018-01-24 06:00:00,-0.9828443920503347
2018-11-26 02:00:00,-0.8215616464693741
2018-03-04 17:00:00,-0.3299594315735615
2018-10-13 06:00:00,-0.7688345950294447
2018-03-23 11:00:00,-0.1872862335596348
2018-07-27 04:00:00,-0.7548774343541692
2018-11-16 01:00:00,-0.286537153917149
2017-12-21 20:00:00,-0.646321740213138
2018-10-01 13:00:00,0.5927639686252035
2017-12-19 05:00:00,-1.0076571221397133
2018-06-27 11:00:00,0.48110668322300004
2018-05-24 18:00:00,3.2880467745839486
2018-10-20 18:00:00,1.5542572595886226
2018-09-15 09:00:00,0.3554922371455211
2018-10-30 11:00:00,0.11977130129642483
2018-08-05 17:00:00,0.42372724489131214
2018-05-26 00:00:00,0.43768440556658755
2018-06-07 02:00:00,-0.4447183082369373
2018-04-27 06:00:00,-0.4307611475616619
2018-05-20 01:00:00,0.012766402785979807
2018-05-25 01:00:00,-0.14696554716439464
2018-09-03 13:00:00,0.040680724136530684
2018-05-23 09:00:00,0.6516942025874776
2018-03-23 18:00:00,1.4053808790523512
2018-05-28 19:00:00,3.025962313014888
2018-01-13 07:00:00,-1.0262666697067473
2018-04-13 16:00:00,0.8765595690224708
2018-04-28 21:00:00,1.0021740150999496
2018-08-24 11:00:00,-0.44937069512869576
2018-08-24 23:00:00,0.588111581733445
2018-06-05 00:00:00,0.344636667731418
2018-08-07 06:00:00,-0.1097464520303268
2018-02-16 22:00:00,-0.9130585886739575
2017-12-05 11:00:00,-0.5749851412061747
2018-02-28 02:00:00,-0.8231124420999603
2018-06-29 20:00:00,2.5343600981190755
2018-01-28 22:00:00,-0.9301173406104053
2017-12-23 06:00:00,-0.995250757095024
2018-10-16 05:00:00,-0.7796901644435478
2018-10-27 08:00:00,0.012766402785979807
2018-07-03 10:00:00,0.17559994399752657
2018-07-22 23:00:00,0.5043686176817924
2017-12-25 09:00:00,-0.927015749349233
2018-03-12 15:00:00,-0.016698714195157227
2018-11-27 19:00:00,0.4935130482676893
2018-07-08 21:00:00,2.0939341390326063
2018-02-24 23:00:00,-0.8029520989023402
2018-03-19 11:00:00,-0.4834881990015913
2018-02-09 23:00:00,-0.7936473251188233
2018-08-09 05:00:00,-0.6401185576907934
2018-08-14 19:00:00,1.965218101693955
2017-12-21 11:00:00,-0.7161075435895152
2018-07-04 20:00:00,2.6522205660436238
2018-08-08 14:00:00,-0.05391780932922506
2017-12-10 02:00:00,-0.7161075435895152
2018-09-16 15:00:00,-0.7486742518318246
